0	2.05528108656	975.126227	0.004516	0.001858
5610.391488	2.05528108656	1055.723234	0.004890	0.003196
11713.034736	2.05528108656	1142.509869	0.005292	0.005185
18351.401328	2.05528108656	1235.875547	0.005724	0.004767
25572.159288	0.33568267044	8049.363248	0.037281	0.031372
33427.090944	0.33568267044	8407.092079	0.038938	0.035037
41971.175064	0.20268199848	14275.323704	0.066118	0.060311
51264.50472	0.20268199848	14339.129236	0.066413	0.060539
61374.205152	0.26344312644	11117.921988	0.051494	0.046953
72370.59804	0.26344312644	11247.855309	0.052096	0.047707
84332.315808	0.42658409664	7092.438594	0.032849	0.030382
97343.744472	0.42658409664	7317.016727	0.033889	0.031835
111496.941504	0.78878230236	4119.592887	0.019080	0.018147
126892.27512	0.78878230236	4332.061001	0.020064	0.019239
143639.063568	1.43012667876	2526.725871	0.011703	0.011357
161854.93584	1.43012667876	2688.617061	0.012453	0.012281
181669.6674	2.14480378164	1911.871788	0.008855	0.008940
203223.26232	2.14480378164	2043.954456	0.009467	0.009829
226668.510432	2.68580231712	1745.828531	0.008086	0.008622
252171.626616	2.68580231712	1868.295175	0.008653	0.009408
279912.890088	2.97968087976	1801.239882	0.008343	0.009159
310087.922976	2.97968087976	1925.545339	0.008918	0.009801
342911.526048	2.8780266294	2127.137257	0.009852	0.010839
378616.400136	2.8780266294	2265.033701	0.010491	0.011543
417453.785424	2.4883326468	2779.072847	0.012872	0.014154
459699.854328	2.4883326468	2935.942012	0.013598	0.014945
505653.793632	2.06466370344	3715.850249	0.017210	0.018871
555640.36164	2.06466370344	3876.760474	0.017956	0.019646
610013.723904	1.74390521136	4750.352722	0.022002	0.023975
669158.7318	1.74390521136	4873.478521	0.022572	0.024484
733494.758256	1.53551330556	5623.977732	0.026048	0.028113
803476.33704	1.53551330556	5654.453040	0.026189	0.028131
879600.194928	1.40221323372	6156.763771	0.028516	0.030517
962403.973128	1.40221323372	6047.438506	0.028009	0.029899
1052475.177312	1.32422862156	6212.916088	0.028776	0.030661
1150450.538328	1.32422862156	5946.999968	0.027544	0.029336
1257024.322944	1.29140544468	5761.643848	0.026686	0.028418
1372951.530288	1.29140544468	5366.695946	0.024856	0.026519
1499051.727576	1.29869652432	4905.984502	0.022723	0.024284
1636219.27872	1.29869652432	4446.384814	0.020594	0.022089
1785423.983616	1.3608523656	3802.196328	0.017610	0.018945
1947723.224616	1.3608523656	3366.011517	0.015590	0.016831
2124265.802256	1.51276530756	2662.787546	0.012333	0.013359
2316301.524576	1.51276530756	2326.627543	0.010776	0.011692
2525190.79644	1.79082255768	1716.396020	0.007950	0.008658
2752411.651704	1.79082255768	1500.263305	0.006949	0.007572
2999573.817552	2.18735372544	1076.483401	0.004986	0.005462
3268427.02524	2.18735372544	947.717319	0.004389	0.004822
3560874.435144	2.59417316808	703.347280	0.003258	0.003608
3878986.701096	2.59417316808	619.743712	0.002870	0.003203
4225017.313296	2.8294567236	496.285034	0.002299	0.002590
4601414.744784	2.8294567236	429.654467	0.001990	0.002268
5010845.465808	2.78533945872	369.640762	0.001712	0.001970
5456207.368872	2.78533945872	305.598830	0.001415	0.001647
5940654.700968	2.4593729004	273.881737	0.001269	0.001486
6467616.602928	2.4593729004	206.198210	0.000955	0.001127
7040825.238096	2.4593729004	150.318941	0.000696	0.000825
7664338.167408	2.4593729004	105.810163	0.000490	0.000581
